 Convergence        Position           [CO2]            [H+]         [HCO3-]         [CO3-2]           [OH-]            [K+]           Phi_2           Phi_1     RDE_Current
           T     7.55000E+01     2.24735E-01     5.20229E-07     3.85015E-01     1.37811E-04     3.49789E-08     3.85290E-01     6.69174E-03    -5.76000E-01     9.97389E+01
           T     7.65000E+01     2.16870E-01     4.96018E-07     3.89675E-01     1.46287E-04     3.66862E-08     3.89967E-01     6.38189E-03    -5.76000E-01     9.97389E+01
           T     7.75000E+01     2.09006E-01     4.72383E-07     3.94334E-01     1.55443E-04     3.85218E-08     3.94644E-01     6.07574E-03    -5.76000E-01     9.97389E+01
           T     7.85000E+01     2.01141E-01     4.49302E-07     3.98991E-01     1.65358E-04     4.05007E-08     3.99322E-01     5.77319E-03    -5.76000E-01     9.97389E+01
           T     7.95000E+01     1.93278E-01     4.26756E-07     4.03647E-01     1.76125E-04     4.26403E-08     4.03999E-01     5.47417E-03    -5.76000E-01     9.97389E+01
           T     8.05000E+01     1.85415E-01     4.04728E-07     4.08301E-01     1.87853E-04     4.49611E-08     4.08677E-01     5.17858E-03    -5.76000E-01     9.97389E+01
           T     8.15000E+01     1.77552E-01     3.83200E-07     4.12953E-01     2.00667E-04     4.74870E-08     4.13354E-01     4.88635E-03    -5.76000E-01     9.97389E+01
           T     8.25000E+01     1.69690E-01     3.62154E-07     4.17602E-01     2.14718E-04     5.02465E-08     4.18032E-01     4.59740E-03    -5.76000E-01     9.97389E+01
           T     8.35000E+01     1.61829E-01     3.41577E-07     4.22249E-01     2.30187E-04     5.32736E-08     4.22709E-01     4.31167E-03    -5.76000E-01     9.97389E+01
           T     8.45000E+01     1.53969E-01     3.21451E-07     4.26893E-01     2.47288E-04     5.66089E-08     4.27387E-01     4.02907E-03    -5.76000E-01     9.97389E+01
           T     8.55000E+01     1.46110E-01     3.01764E-07     4.31533E-01     2.66285E-04     6.03022E-08     4.32065E-01     3.74954E-03    -5.76000E-01     9.97389E+01
           T     8.65000E+01     1.38253E-01     2.82500E-07     4.36168E-01     2.87498E-04     6.44141E-08     4.36743E-01     3.47301E-03    -5.76000E-01     9.97389E+01
           T     8.75000E+01     1.30396E-01     2.63648E-07     4.40799E-01     3.11326E-04     6.90200E-08     4.41421E-01     3.19941E-03    -5.76000E-01     9.97389E+01
           T     8.85000E+01     1.22542E-01     2.45195E-07     4.45424E-01     3.38269E-04     7.42145E-08     4.46100E-01     2.92869E-03    -5.76000E-01     9.97389E+01
           T     8.95000E+01     1.14689E-01     2.27128E-07     4.50041E-01     3.68962E-04     8.01178E-08     4.50779E-01     2.66077E-03    -5.76000E-01     9.97389E+01
           T     9.05000E+01     1.06839E-01     2.09438E-07     4.54650E-01     4.04224E-04     8.68851E-08     4.55458E-01     2.39559E-03    -5.76000E-01     9.97389E+01
           T     9.15000E+01     9.89926E-02     1.92113E-07     4.59248E-01     4.45135E-04     9.47206E-08     4.60138E-01     2.13310E-03    -5.76000E-01     9.97389E+01
           T     9.25000E+01     9.11496E-02     1.75143E-07     4.63832E-01     4.93136E-04     1.03898E-07     4.64818E-01     1.87322E-03    -5.76000E-01     9.97389E+01
           T     9.35000E+01     8.33115E-02     1.58522E-07     4.68399E-01     5.50209E-04     1.14792E-07     4.69500E-01     1.61590E-03    -5.76000E-01     9.97389E+01
           T     9.45000E+01     7.54796E-02     1.42239E-07     4.72944E-01     6.19141E-04     1.27932E-07     4.74182E-01     1.36107E-03    -5.76000E-01     9.97389E+01
           T     9.55000E+01     6.76562E-02     1.26291E-07     4.77458E-01     7.03985E-04     1.44088E-07     4.78866E-01     1.10866E-03    -5.76000E-01     9.97389E+01
           T     9.65000E+01     5.98443E-02     1.10672E-07     4.81931E-01     8.10863E-04     1.64423E-07     4.83553E-01     8.58578E-04    -5.76000E-01     9.97389E+01
           T     9.75000E+01     5.20489E-02     9.53823E-08     4.86344E-01     9.49458E-04     1.90780E-07     4.88243E-01     6.10726E-04    -5.76000E-01     9.97389E+01
           T     9.85000E+01     4.42781E-02     8.04273E-08     4.90666E-01     1.13601E-03     2.26254E-07     4.92938E-01     3.64960E-04    -5.76000E-01     9.97389E+01
           T     9.95000E+01     3.65469E-02     6.58239E-08     4.94843E-01     1.39986E-03     2.76450E-07     4.97643E-01     1.21062E-04    -5.76000E-01     9.97389E+01
           T     1.00000E+02     3.27046E-02     5.86662E-08     4.96846E-01     1.57701E-03     3.10179E-07     5.00000E-01     0.00000E+00    -5.76000E-01     9.97389E+01
           T     0.00000E+00     8.10032E-01     1.92625E-05     3.74792E-02     3.62308E-07     9.44687E-10     3.74606E-02     6.65727E-02    -5.84000E-01     9.86367E+01
           T     5.00000E-01     8.06151E-01     1.80611E-05     3.97807E-02     4.10137E-07     1.00753E-09     3.97635E-02     6.49942E-02    -5.84000E-01     9.86367E+01
           T     1.50000E+00     7.98385E-01     1.60305E-05     4.43879E-02     5.15604E-07     1.13515E-09     4.43729E-02     6.21806E-02    -5.84000E-01     9.86367E+01
           T     2.50000E+00     7.90616E-01     1.43808E-05     4.89986E-02     6.34455E-07     1.26537E-09     4.89855E-02     5.96432E-02    -5.84000E-01     9.86367E+01
           T     3.50000E+00     7.82845E-01     1.30141E-05     5.36118E-02     7.67089E-07     1.39825E-09     5.36003E-02     5.73329E-02    -5.84000E-01     9.86367E+01
           T     4.50000E+00     7.75071E-01     1.18636E-05     5.82270E-02     9.13919E-07     1.53385E-09     5.82170E-02     5.52125E-02    -5.84000E-01     9.86367E+01
           T     5.50000E+00     7.67296E-01     1.08818E-05     6.28438E-02     1.07538E-06     1.67224E-09     6.28350E-02     5.32533E-02    -5.84000E-01     9.86367E+01
           T     6.50000E+00     7.59520E-01     1.00342E-05     6.74617E-02     1.25192E-06     1.81350E-09     6.74541E-02     5.14326E-02    -5.84000E-01     9.86367E+01
           T     7.50000E+00     7.51742E-01     9.29503E-06     7.20805E-02     1.44400E-06     1.95771E-09     7.20741E-02     4.97321E-02    -5.84000E-01     9.86367E+01
           T     8.50000E+00     7.43964E-01     8.64481E-06     7.67002E-02     1.65212E-06     2.10496E-09     7.66948E-02     4.81369E-02    -5.84000E-01     9.86367E+01
           T     9.50000E+00     7.36186E-01     8.06840E-06     8.13205E-02     1.87678E-06     2.25534E-09     8.13162E-02     4.66349E-02    -5.84000E-01     9.86367E+01
           T     1.05000E+01     7.28406E-01     7.55391E-06     8.59413E-02     2.11851E-06     2.40895E-09     8.59380E-02     4.52158E-02    -5.84000E-01     9.86367E+01
           T     1.15000E+01     7.20626E-01     7.09189E-06     9.05625E-02     2.37786E-06     2.56589E-09     9.05602E-02     4.38708E-02    -5.84000E-01     9.86367E+01
           T     1.25000E+01     7.12846E-01     6.67469E-06     9.51841E-02     2.65542E-06     2.72627E-09     9.51828E-02     4.25927E-02    -5.84000E-01     9.86367E+01
           T     1.35000E+01     7.05066E-01     6.29612E-06     9.98060E-02     2.95178E-06     2.89019E-09     9.98056E-02     4.13751E-02    -5.84000E-01     9.86367E+01
           T     1.45000E+01     6.97285E-01     5.95104E-06     1.04428E-01     3.26757E-06     3.05779E-09     1.04429E-01     4.02126E-02    -5.84000E-01     9.86367E+01
           T     1.55000E+01     6.89504E-01     5.63519E-06     1.09051E-01     3.60346E-06     3.22917E-09     1.09052E-01     3.91004E-02    -5.84000E-01     9.86367E+01
           T     1.65000E+01     6.81723E-01     5.34503E-06     1.13673E-01     3.96012E-06     3.40448E-09     1.13676E-01     3.80343E-02    -5.84000E-01     9.86367E+01
           T     1.75000E+01     6.73941E-01     5.07753E-06     1.18296E-01     4.33828E-06     3.58383E-09     1.18299E-01     3.70106E-02    -5.84000E-01     9.86367E+01
           T     1.85000E+01     6.66160E-01     4.83015E-06     1.22919E-01     4.73869E-06     3.76738E-09     1.22923E-01     3.60262E-02    -5.84000E-01     9.86367E+01
           T     1.95000E+01     6.58378E-01     4.60069E-06     1.27542E-01     5.16213E-06     3.95528E-09     1.27547E-01     3.50781E-02    -5.84000E-01     9.86367E+01
           T     2.05000E+01     6.50596E-01     4.38728E-06     1.32165E-01     5.60945E-06     4.14767E-09     1.32172E-01     3.41637E-02    -5.84000E-01     9.86367E+01
           T     2.15000E+01     6.42814E-01     4.18830E-06     1.36788E-01     6.08149E-06     4.34473E-09     1.36796E-01     3.32807E-02    -5.84000E-01     9.86367E+01
           T     2.25000E+01     6.35032E-01     4.00232E-06     1.41411E-01     6.57917E-06     4.54661E-09     1.41420E-01     3.24271E-02    -5.84000E-01     9.86367E+01
           T     2.35000E+01     6.27250E-01     3.82812E-06     1.46034E-01     7.10345E-06     4.75351E-09     1.46045E-01     3.16009E-02    -5.84000E-01     9.86367E+01
           T     2.45000E+01     6.19468E-01     3.66461E-06     1.50658E-01     7.65532E-06     4.96561E-09     1.50669E-01     3.08005E-02    -5.84000E-01     9.86367E+01
           T     2.55000E+01     6.11686E-01     3.51083E-06     1.55281E-01     8.23584E-06     5.18310E-09     1.55294E-01     3.00242E-02    -5.84000E-01     9.86367E+01
           T     2.65000E+01     6.03903E-01     3.36595E-06     1.59904E-01     8.84612E-06     5.40621E-09     1.59919E-01     2.92707E-02    -5.84000E-01     9.86367E+01
           T     2.75000E+01     5.96121E-01     3.22921E-06     1.64528E-01     9.48731E-06     5.63514E-09     1.64543E-01     2.85387E-02    -5.84000E-01     9.86367E+01
           T     2.85000E+01     5.88338E-01     3.09994E-06     1.69151E-01     1.01606E-05     5.87012E-09     1.69168E-01     2.78270E-02    -5.84000E-01     9.86367E+01
           T     2.95000E+01     5.80556E-01     2.97755E-06     1.73774E-01     1.08674E-05     6.11141E-09     1.73793E-01     2.71344E-02    -5.84000E-01     9.86367E+01
           T     3.05000E+01     5.72774E-01     2.86150E-06     1.78397E-01     1.16090E-05     6.35925E-09     1.78418E-01     2.64601E-02    -5.84000E-01     9.86367E+01
           T     3.15000E+01     5.64991E-01     2.75132E-06     1.83021E-01     1.23868E-05     6.61392E-09     1.83043E-01     2.58030E-02    -5.84000E-01     9.86367E+01
           T     3.25000E+01     5.57209E-01     2.64657E-06     1.87644E-01     1.32024E-05     6.87570E-09     1.87668E-01     2.51622E-02    -5.84000E-01     9.86367E+01
           T     3.35000E+01     5.49426E-01     2.54685E-06     1.92267E-01     1.40573E-05     7.14490E-09     1.92293E-01     2.45371E-02    -5.84000E-01     9.86367E+01
           T     3.45000E+01     5.41644E-01     2.45182E-06     1.96890E-01     1.49532E-05     7.42183E-09     1.96918E-01     2.39268E-02    -5.84000E-01     9.86367E+01
           T     3.55000E+01     5.33861E-01     2.36115E-06     2.01513E-01     1.58920E-05     7.70683E-09     2.01543E-01     2.33307E-02    -5.84000E-01     9.86367E+01
           T     3.65000E+01     5.26079E-01     2.27455E-06     2.06136E-01     1.68756E-05     8.00026E-09     2.06168E-01     2.27481E-02    -5.84000E-01     9.86367E+01
           T     3.75000E+01     5.18296E-01     2.19175E-06     2.10759E-01     1.79059E-05     8.30250E-09     2.10793E-01     2.21785E-02    -5.84000E-01     9.86367E+01
           T     3.85000E+01     5.10513E-01     2.11250E-06     2.15382E-01     1.89851E-05     8.61396E-09     2.15418E-01     2.16212E-02    -5.84000E-01     9.86367E+01
           T     3.95000E+01     5.02731E-01     2.03659E-06     2.20005E-01     2.01155E-05     8.93505E-09     2.20043E-01     2.10757E-02    -5.84000E-01     9.86367E+01
           T     4.05000E+01     4.94948E-01     1.96380E-06     2.24628E-01     2.12994E-05     9.26624E-09     2.24669E-01     2.05415E-02    -5.84000E-01     9.86367E+01
           T     4.15000E+01     4.87166E-01     1.89394E-06     2.29251E-01     2.25395E-05     9.60801E-09     2.29294E-01     2.00183E-02    -5.84000E-01     9.86367E+01
           T     4.25000E+01     4.79384E-01     1.82685E-06     2.33873E-01     2.38384E-05     9.96086E-09     2.33919E-01     1.95055E-02    -5.84000E-01     9.86367E+01
           T     4.35000E+01     4.71601E-01     1.76236E-06     2.38495E-01     2.51991E-05     1.03254E-08     2.38544E-01     1.90027E-02    -5.84000E-01     9.86367E+01
           T     4.45000E+01     4.63819E-01     1.70032E-06     2.43118E-01     2.66247E-05     1.07021E-08     2.43169E-01     1.85096E-02    -5.84000E-01     9.86367E+01
           T     4.55000E+01     4.56036E-01     1.64060E-06     2.47740E-01     2.81185E-05     1.10917E-08     2.47795E-01     1.80258E-02    -5.84000E-01     9.86367E+01
           T     4.65000E+01     4.48254E-01     1.58307E-06     2.52362E-01     2.96841E-05     1.14948E-08     2.52420E-01     1.75509E-02    -5.84000E-01     9.86367E+01
           T     4.75000E+01     4.40472E-01     1.52761E-06     2.56984E-01     3.13252E-05     1.19121E-08     2.57045E-01     1.70847E-02    -5.84000E-01     9.86367E+01
           T     4.85000E+01     4.32690E-01     1.47411E-06     2.61606E-01     3.30460E-05     1.23444E-08     2.61670E-01     1.66268E-02    -5.84000E-01     9.86367E+01
           T     4.95000E+01     4.24907E-01     1.42246E-06     2.66227E-01     3.48507E-05     1.27926E-08     2.66296E-01     1.61768E-02    -5.84000E-01     9.86367E+01
           T     5.05000E+01     4.17125E-01     1.37259E-06     2.70849E-01     3.67441E-05     1.32575E-08     2.70921E-01     1.57347E-02    -5.84000E-01     9.86367E+01
           T     5.15000E+01     4.09343E-01     1.32438E-06     2.75470E-01     3.87313E-05     1.37400E-08     2.75546E-01     1.53000E-02    -5.84000E-01     9.86367E+01
           T     5.25000E+01     4.01561E-01     1.27777E-06     2.80091E-01     4.08176E-05     1.42412E-08     2.80172E-01     1.48725E-02    -5.84000E-01     9.86367E+01
           T     5.35000E+01     3.93779E-01     1.23267E-06     2.84712E-01     4.30090E-05     1.47623E-08     2.84797E-01     1.44521E-02    -5.84000E-01     9.86367E+01
           T     5.45000E+01     3.85997E-01     1.18901E-06     2.89333E-01     4.53118E-05     1.53043E-08     2.89422E-01     1.40384E-02    -5.84000E-01     9.86367E+01
           T     5.55000E+01     3.78215E-01     1.14673E-06     2.93953E-01     4.77329E-05     1.58686E-08     2.94048E-01     1.36313E-02    -5.84000E-01     9.86367E+01
           T     5.65000E+01     3.70434E-01     1.10576E-06     2.98574E-01     5.02797E-05     1.64566E-08     2.98673E-01     1.32305E-02    -5.84000E-01     9.86367E+01
           T     5.75000E+01     3.62652E-01     1.06603E-06     3.03194E-01     5.29602E-05     1.70699E-08     3.03298E-01     1.28359E-02    -5.84000E-01     9.86367E+01
           T     5.85000E+01     3.54870E-01     1.02750E-06     3.07813E-01     5.57834E-05     1.77100E-08     3.07924E-01     1.24473E-02    -5.84000E-01     9.86367E+01
           T     5.95000E+01     3.47089E-01     9.90112E-07     3.12433E-01     5.87587E-05     1.83787E-08     3.12549E-01     1.20644E-02    -5.84000E-01     9.86367E+01
           T     6.05000E+01     3.39307E-01     9.53813E-07     3.17052E-01     6.18966E-05     1.90782E-08     3.17174E-01     1.16872E-02    -5.84000E-01     9.86367E+01
           T     6.15000E+01     3.31526E-01     9.18558E-07     3.21670E-01     6.52085E-05     1.98104E-08     3.21800E-01     1.13155E-02    -5.84000E-01     9.86367E+01
           T     6.25000E+01     3.23745E-01     8.84303E-07     3.26289E-01     6.87070E-05     2.05778E-08     3.26425E-01     1.09490E-02    -5.84000E-01     9.86367E+01
           T     6.35000E+01     3.15964E-01     8.51005E-07     3.30907E-01     7.24058E-05     2.13830E-08     3.31051E-01     1.05877E-02    -5.84000E-01     9.86367E+01
           T     6.45000E+01     3.08183E-01     8.18625E-07     3.35524E-01     7.63201E-05     2.22288E-08     3.35676E-01     1.02314E-02    -5.84000E-01     9.86367E+01
           T     6.55000E+01     3.00402E-01     7.87125E-07     3.40141E-01     8.04666E-05     2.31183E-08     3.40301E-01     9.88002E-03    -5.84000E-01     9.86367E+01
           T     6.65000E+01     2.92622E-01     7.56471E-07     3.44758E-01     8.48637E-05     2.40551E-08     3.44927E-01     9.53335E-03    -5.84000E-01     9.86367E+01
           T     6.75000E+01     2.84841E-01     7.26628E-07     3.49374E-01     8.95320E-05     2.50431E-08     3.49552E-01     9.19130E-03    -5.84000E-01     9.86367E+01
           T     6.85000E+01     2.77061E-01     6.97566E-07     3.53989E-01     9.44942E-05     2.60864E-08     3.54178E-01     8.85375E-03    -5.84000E-01     9.86367E+01
           T     6.95000E+01     2.69281E-01     6.69253E-07     3.58604E-01     9.97758E-05     2.71900E-08     3.58803E-01     8.52058E-03    -5.84000E-01     9.86367E+01
           T     7.05000E+01     2.61501E-01     6.41661E-07     3.63218E-01     1.05405E-04     2.83592E-08     3.63429E-01     8.19167E-03    -5.84000E-01     9.86367E+01
           T     7.15000E+01     2.53721E-01     6.14763E-07     3.67832E-01     1.11414E-04     2.96000E-08     3.68054E-01     7.86692E-03    -5.84000E-01     9.86367E+01
           T     7.25000E+01     2.45942E-01     5.88534E-07     3.72444E-01     1.17839E-04     3.09192E-08     3.72680E-01     7.54622E-03    -5.84000E-01     9.86367E+01
           T     7.35000E+01     2.38163E-01     5.62948E-07     3.77056E-01     1.24720E-04     3.23245E-08     3.77305E-01     7.22948E-03    -5.84000E-01     9.86367E+01
           T     7.45000E+01     2.30384E-01     5.37983E-07     3.81667E-01     1.32104E-04     3.38245E-08     3.81931E-01     6.91660E-03    -5.84000E-01     9.86367E+01
           T     7.55000E+01     2.22606E-01     5.13616E-07     3.86277E-01     1.40043E-04     3.54292E-08     3.86556E-01     6.60748E-03    -5.84000E-01     9.86367E+01
           T     7.65000E+01     2.14828E-01     4.89826E-07     3.90885E-01     1.48596E-04     3.71500E-08     3.91182E-01     6.30204E-03    -5.84000E-01     9.86367E+01
           T     7.75000E+01     2.07050E-01     4.66592E-07     3.95492E-01     1.57834E-04     3.89998E-08     3.95807E-01     6.00019E-03    -5.84000E-01     9.86367E+01
           T     7.85000E+01     1.99273E-01     4.43897E-07     4.00098E-01     1.67836E-04     4.09938E-08     4.00433E-01     5.70184E-03    -5.84000E-01     9.86367E+01
           T     7.95000E+01     1.91496E-01     4.21721E-07     4.04702E-01     1.78694E-04     4.31494E-08     4.05059E-01     5.40691E-03    -5.84000E-01     9.86367E+01
           T     8.05000E+01     1.83720E-01     4.00047E-07     4.09304E-01     1.90517E-04     4.54872E-08     4.09685E-01     5.11533E-03    -5.84000E-01     9.86367E+01
           T     8.15000E+01     1.75945E-01     3.78858E-07     4.13904E-01     2.03434E-04     4.80312E-08     4.14310E-01     4.82702E-03    -5.84000E-01     9.86367E+01
           T     8.25000E+01     1.68170E-01     3.58139E-07     4.18501E-01     2.17593E-04     5.08099E-08     4.18936E-01     4.54190E-03    -5.84000E-01     9.86367E+01
           T     8.35000E+01     1.60396E-01     3.37874E-07     4.23096E-01     2.33177E-04     5.38574E-08     4.23562E-01     4.25991E-03    -5.84000E-01     9.86367E+01
           T     8.45000E+01     1.52623E-01     3.18048E-07     4.27688E-01     2.50400E-04     5.72146E-08     4.28188E-01     3.98098E-03    -5.84000E-01     9.86367E+01
           T     8.55000E+01     1.44851E-01     2.98649E-07     4.32276E-01     2.69526E-04     6.09311E-08     4.32815E-01     3.70503E-03    -5.84000E-01     9.86367E+01
           T     8.65000E+01     1.37080E-01     2.79662E-07     4.36860E-01     2.90876E-04     6.50679E-08     4.37441E-01     3.43201E-03    -5.84000E-01     9.86367E+01
           T     8.75000E+01     1.29311E-01     2.61076E-07     4.41438E-01     3.14850E-04     6.97002E-08     4.42068E-01     3.16185E-03    -5.84000E-01     9.86367E+01
           T     8.85000E+01     1.21544E-01     2.42877E-07     4.46011E-01     3.41947E-04     7.49226E-08     4.46695E-01     2.89449E-03    -5.84000E-01     9.86367E+01
           T     8.95000E+01     1.13778E-01     2.25056E-07     4.50576E-01     3.72801E-04     8.08553E-08     4.51322E-01     2.62986E-03    -5.84000E-01     9.86367E+01
           T     9.05000E+01     1.06015E-01     2.07602E-07     4.55133E-01     4.08232E-04     8.76535E-08     4.55949E-01     2.36792E-03    -5.84000E-01     9.86367E+01
           T     9.15000E+01     9.82557E-02     1.90504E-07     4.59679E-01     4.49316E-04     9.55206E-08     4.60578E-01     2.10858E-03    -5.84000E-01     9.86367E+01
           T     9.25000E+01     9.04998E-02     1.73753E-07     4.64211E-01     4.97490E-04     1.04729E-07     4.65206E-01     1.85181E-03    -5.84000E-01     9.86367E+01
           T     9.35000E+01     8.27486E-02     1.57341E-07     4.68727E-01     5.54726E-04     1.15653E-07     4.69836E-01     1.59752E-03    -5.84000E-01     9.86367E+01
           T     9.45000E+01     7.50038E-02     1.41261E-07     4.73219E-01     6.23794E-04     1.28819E-07     4.74467E-01     1.34567E-03    -5.84000E-01     9.86367E+01
           T     9.55000E+01     6.72674E-02     1.25506E-07     4.77682E-01     7.08717E-04     1.44989E-07     4.79099E-01     1.09618E-03    -5.84000E-01     9.86367E+01
           T     9.65000E+01     5.95424E-02     1.10074E-07     4.82103E-01     8.15555E-04     1.65315E-07     4.83734E-01     8.48958E-04    -5.84000E-01     9.86367E+01
           T     9.75000E+01     5.18338E-02     9.49646E-08     4.86465E-01     9.53871E-04     1.91619E-07     4.88373E-01     6.03915E-04    -5.84000E-01     9.86367E+01
           T     9.85000E+01     4.41496E-02     8.01823E-08     4.90737E-01     1.13965E-03     2.26946E-07     4.93016E-01     3.60909E-04    -5.84000E-01     9.86367E+01
           T     9.95000E+01     3.65044E-02     6.57443E-08     4.94865E-01     1.40162E-03     2.76785E-07     4.97669E-01     1.19725E-04    -5.84000E-01     9.86367E+01
           T     1.00000E+02     3.27046E-02     5.86662E-08     4.96846E-01     1.57701E-03     3.10179E-07     5.00000E-01     0.00000E+00    -5.84000E-01     9.86367E+01
           T     0.00000E+00     8.00080E-01     1.64370E-05     4.33822E-02     4.91461E-07     1.10708E-09     4.33667E-02     6.28046E-02    -5.92000E-01     9.73724E+01
           T     5.00000E-01     7.96247E-01     1.55432E-05     4.56570E-02     5.46976E-07     1.17074E-09     4.56426E-02     6.14570E-02    -5.92000E-01     9.73724E+01
           T     1.50000E+00     7.88576E-01     1.39978E-05     5.02094E-02     6.67922E-07     1.29999E-09     5.01967E-02     5.90167E-02    -5.92000E-01     9.73724E+01
           T     2.50000E+00     7.80904E-01     1.27087E-05     5.47640E-02     8.02405E-07     1.43185E-09     5.47529E-02     5.67871E-02    -5.92000E-01     9.73724E+01
           T     3.50000E+00     7.73230E-01     1.16173E-05     5.93205E-02     9.50826E-07     1.56638E-09     5.93108E-02     5.47350E-02    -5.92000E-01     9.73724E+01
           T     4.50000E+00     7.65554E-01     1.06813E-05     6.38783E-02     1.11361E-06     1.70364E-09     6.38699E-02     5.28342E-02    -5.92000E-01     9.73724E+01
           T     5.50000E+00     7.57877E-01     9.86974E-06     6.84373E-02     1.29118E-06     1.84372E-09     6.84300E-02     5.10640E-02    -5.92000E-01     9.73724E+01
           T     6.50000E+00     7.50199E-01     9.15948E-06     7.29971E-02     1.48400E-06     1.98669E-09     7.29909E-02     4.94077E-02    -5.92000E-01     9.73724E+01
           T     7.50000E+00     7.42521E-01     8.53264E-06     7.75577E-02     1.69255E-06     2.13263E-09     7.75525E-02     4.78516E-02    -5.92000E-01     9.73724E+01
           T     8.50000E+00     7.34841E-01     7.97537E-06     8.21189E-02     1.91731E-06     2.28165E-09     8.21147E-02     4.63842E-02    -5.92000E-01     9.73724E+01
           T     9.50000E+00     7.27162E-01     7.47669E-06     8.66805E-02     2.15880E-06     2.43383E-09     8.66774E-02     4.49959E-02    -5.92000E-01     9.73724E+01
           T     1.05000E+01     7.19482E-01     7.02784E-06     9.12426E-02     2.41755E-06     2.58927E-09     9.12404E-02     4.36788E-02    -5.92000E-01     9.73724E+01
           T     1.15000E+01     7.11801E-01     6.62172E-06     9.58050E-02     2.69412E-06     2.74808E-09     9.58038E-02     4.24258E-02    -5.92000E-01     9.73724E+01
           T     1.25000E+01     7.04120E-01     6.25249E-06     1.00368E-01     2.98910E-06     2.91036E-09     1.00367E-01     4.12311E-02    -5.92000E-01     9.73724E+01
           T     1.35000E+01     6.96439E-01     5.91536E-06     1.04931E-01     3.30310E-06     3.07623E-09     1.04931E-01     4.00894E-02    -5.92000E-01     9.73724E+01
           T     1.45000E+01     6.88758E-01     5.60631E-06     1.09494E-01     3.63674E-06     3.24581E-09     1.09495E-01     3.89962E-02    -5.92000E-01     9.73724E+01
           T     1.55000E+01     6.81076E-01     5.32198E-06     1.14057E-01     3.99070E-06     3.41922E-09     1.14060E-01     3.79477E-02    -5.92000E-01     9.73724E+01
           T     1.65000E+01     6.73395E-01     5.05952E-06     1.18621E-01     4.36567E-06     3.59659E-09     1.18624E-01     3.69403E-02    -5.92000E-01     9.73724E+01
           T     1.75000E+01     6.65713E-01     4.81650E-06     1.23184E-01     4.76237E-06     3.77806E-09     1.23189E-01     3.59708E-02    -5.92000E-01     9.73724E+01
           T     1.85000E+01     6.58031E-01     4.59084E-06     1.27748E-01     5.18158E-06     3.96376E-09     1.27754E-01     3.50366E-02    -5.92000E-01     9.73724E+01
           T     1.95000E+01     6.50349E-01     4.38074E-06     1.32312E-01     5.62407E-06     4.15386E-09     1.32319E-01     3.41352E-02    -5.92000E-01     9.73724E+01
           T     2.05000E+01     6.42666E-01     4.18465E-06     1.36876E-01     6.09069E-06     4.34851E-09     1.36884E-01     3.32643E-02    -5.92000E-01     9.73724E+01
           T     2.15000E+01     6.34984E-01     4.00121E-06     1.41440E-01     6.58232E-06     4.54787E-09     1.41449E-01     3.24220E-02    -5.92000E-01     9.73724E+01
           T     2.25000E+01     6.27302E-01     3.82924E-06     1.46004E-01     7.09987E-06     4.75212E-09     1.46014E-01     3.16064E-02    -5.92000E-01     9.73724E+01
           T     2.35000E+01     6.19619E-01     3.66770E-06     1.50568E-01     7.64431E-06     4.96143E-09     1.50579E-01     3.08159E-02    -5.92000E-01     9.73724E+01
           T     2.45000E+01     6.11937E-01     3.51565E-06     1.55132E-01     8.21664E-06     5.17599E-09     1.55145E-01     3.00490E-02    -5.92000E-01     9.73724E+01
           T     2.55000E+01     6.04254E-01     3.37230E-06     1.59696E-01     8.81793E-06     5.39602E-09     1.59710E-01     2.93043E-02    -5.92000E-01     9.73724E+01
           T     2.65000E+01     5.96572E-01     3.23692E-06     1.64260E-01     9.44930E-06     5.62171E-09     1.64275E-01     2.85806E-02    -5.92000E-01     9.73724E+01
           T     2.75000E+01     5.88889E-01     3.10885E-06     1.68824E-01     1.01119E-05     5.85329E-09     1.68841E-01     2.78767E-02    -5.92000E-01     9.73724E+01
           T     2.85000E+01     5.81206E-01     2.98753E-06     1.73388E-01     1.08070E-05     6.09100E-09     1.73407E-01     2.71916E-02    -5.92000E-01     9.73724E+01
           T     2.95000E+01     5.73524E-01     2.87242E-06     1.77952E-01     1.15360E-05     6.33507E-09     1.77972E-01     2.65243E-02    -5.92000E-01     9.73724E+01
           T     3.05000E+01     5.65841E-01     2.76308E-06     1.82516E-01     1.23001E-05     6.58577E-09     1.82538E-01     2.58739E-02    -5.92000E-01     9.73724E+01
           T     3.15000E+01     5.58158E-01     2.65907E-06     1.87080E-01     1.31008E-05     6.84337E-09     1.87103E-01     2.52396E-02    -5.92000E-01     9.73724E+01
           T     3.25000E+01     5.50475E-01     2.56002E-06     1.91644E-01     1.39396E-05     7.10816E-09     1.91669E-01     2.46205E-02    -5.92000E-01     9.73724E+01
           T     3.35000E+01     5.42793E-01     2.46557E-06     1.96208E-01     1.48183E-05     7.38044E-09     1.96235E-01     2.40161E-02    -5.92000E-01     9.73724E+01
           T     3.45000E+01     5.35110E-01     2.37542E-06     2.00772E-01     1.57384E-05     7.66054E-09     2.00801E-01     2.34255E-02    -5.92000E-01     9.73724E+01
           T     3.55000E+01     5.27427E-01     2.28928E-06     2.05335E-01     1.67019E-05     7.94880E-09     2.05366E-01     2.28482E-02    -5.92000E-01     9.73724E+01
